LGA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,621,1162,54,42,96,12,0,12,15,0,13,15,16,28,16,13,21,94,90,186,754,775,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,14,4,13,0,0,0,0,0,0,0,0,0,0,0,0,106,119,226,51,75,123,11,10,18,933,981,1914
LGA34770,7,4,9,568,204,773,12,0,18,0,0,0,62,69,135,22019,19927,41945,1487,1535,3021,395,9,410,266,22,289,232,69,300,158,88,246,579,585,1169,25791,22516,48309,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,63,5,69,13,19,27,0,9,10,78,27,106,209,119,328,292,150,444,3,5,3,13,3,14,20,5,29,32,15,45,1136,1934,3063,3309,3440,6749,189,149,340,30746,28208,58955
LGA34800,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,77,74,151,3,6,10,5,0,5,0,0,0,0,0,0,24,9,27,40,45,79,160,125,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,58,78,133,12,11,21,3,0,5,237,217,461
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,45,10,8,16,4,0,4,0,0,0,0,0,0,0,0,0,6,14,15,46,43,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,8,0,0,0,49,45,93
LGA34860,0,0,0,10,11,22,0,0,0,0,0,0,3,3,9,2059,1908,3969,144,184,329,90,7,93,35,6,43,20,6,25,63,24,86,227,245,476,2661,2394,5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,42,18,58,43,20,64,0,0,0,0,0,0,5,0,9,5,0,9,402,438,843,175,265,440,36,27,62,3322,3143,6463
LGA34880,0,0,0,95,45,133,0,0,0,0,0,0,3,0,0,2697,2662,5366,236,305,540,106,4,112,43,4,48,39,16,49,83,28,113,212,176,385,3521,3242,6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,5,0,5,6,0,12,30,15,42,37,13,51,0,0,0,3,0,5,4,0,4,6,0,10,507,597,1102,509,549,1058,63,46,110,4639,4443,9088
LGA35010,2310,2461,4770,452,493,948,25,8,33,12,3,9,198,200,400,70688,61983,132670,4164,5353,9521,2212,56,2267,1558,132,1689,479,149,636,785,349,1129,1187,1365,2551,84068,72556,156620,298,346,640,0,0,0,0,0,3,775,788,1563,129,170,298,173,52,228,1385,1354,2735,9,0,9,0,0,0,53,69,124,31,68,100,26,26,55,125,164,286,819,406,1218,2318,1924,4240,175,204,381,31,24,46,32,15,52,241,244,483,13763,17772,31537,10013,15540,25552,460,432,891,110864,108471,219332
LGA35250,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,40,30,66,22,17,39,0,0,0,0,0,0,3,0,3,0,0,0,23,44,71,98,91,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,6,6,7,3,8,107,101,213
LGA35300,0,0,0,20,8,23,0,0,0,0,0,0,27,37,66,3452,3071,6522,324,388,710,52,3,55,106,0,109,57,14,72,38,22,64,235,232,467,4302,3784,8080,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,6,0,6,0,0,0,3,0,6,13,0,9,48,43,86,57,45,99,0,0,0,0,0,0,3,3,6,3,9,10,63,146,213,503,399,909,44,22,69,4973,4405,9378
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,579,1100,28,65,89,26,0,28,8,0,5,11,7,12,12,14,26,80,89,172,697,749,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,106,229,70,88,162,20,11,28,912,955,1869
LGA35670,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,42,25,68,8,16,19,0,0,0,0,0,0,0,0,0,3,7,6,4,12,20,58,67,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,8,3,11,72,65,137
LGA35740,14,0,13,82,103,184,3,0,3,0,0,0,7,11,23,7162,6691,13850,420,540,960,173,4,173,171,35,199,130,67,196,105,58,161,324,327,649,8586,7837,16418,0,0,5,0,0,0,0,0,0,11,3,18,0,0,0,3,0,5,17,3,22,0,0,0,0,0,0,0,7,7,4,6,14,5,0,13,10,19,33,82,35,114,110,62,168,0,5,4,5,0,5,4,7,9,11,7,18,2092,2544,4633,1240,1618,2853,77,79,160,12111,12138,24250
LGA35760,0,0,0,31,19,42,0,0,0,0,0,0,0,0,0,1209,1128,2336,143,151,290,47,3,58,13,5,14,9,7,15,34,15,50,148,183,330,1636,1500,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,9,5,13,20,9,28,22,15,36,0,0,0,0,0,0,3,0,4,3,0,4,338,315,650,161,176,338,42,34,82,2211,2041,4250
LGA35780,0,0,0,7,12,16,0,0,0,0,0,0,0,0,0,203,195,393,55,75,127,3,0,6,0,0,0,4,3,3,13,5,18,59,89,151,338,374,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,3,6,9,18,11,8,20,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,19,22,39,25,23,49,399,432,837
LGA35790,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,64,57,117,8,36,42,0,0,0,0,0,0,0,0,0,6,0,4,44,69,111,120,176,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,10,17,23,141,200,339
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,184,378,9,15,27,5,0,7,6,3,10,3,0,4,0,4,8,28,35,68,252,245,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,7,0,6,0,0,0,0,0,0,5,0,5,5,0,5,56,46,111,7,18,30,10,0,11,332,315,648
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,34,6,6,12,0,0,0,0,0,0,0,0,0,3,0,0,46,46,87,74,70,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,79,71,144
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,99,202,4,4,8,9,0,9,0,0,0,5,5,4,10,3,12,26,37,55,147,145,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,38,31,70,4,14,22,0,0,5,201,192,389
LGA36250,390,394,780,278,381,659,59,43,103,4,5,4,48,46,101,25390,21909,47296,1283,1533,2805,671,9,677,408,27,438,144,59,200,254,117,375,367,464,833,29301,24978,54271,28,48,71,0,0,0,0,0,0,124,134,259,13,27,43,27,5,29,191,213,403,16,36,56,0,0,5,46,87,135,10,48,66,8,7,19,91,181,275,597,413,1010,882,807,1694,26,40,67,21,42,61,43,23,69,94,102,191,4971,6695,11668,3454,5234,8688,144,146,290,38835,37969,76809
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,100,209,3,12,11,0,0,3,6,0,5,3,0,3,5,0,5,25,23,51,148,129,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,47,91,10,15,25,3,5,12,217,192,410
LGA36370,7,0,4,257,96,350,7,0,6,0,0,0,61,88,147,13082,12623,25706,1120,1279,2399,314,4,320,174,15,190,143,34,172,118,57,169,462,435,897,15731,14638,30367,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,48,11,55,12,8,17,4,4,4,63,18,81,158,107,262,227,128,355,0,0,0,8,4,16,12,0,12,18,4,22,679,1050,1733,1969,2368,4336,95,67,162,18717,18260,36979
LGA36510,12,10,19,28,13,42,0,0,3,0,0,0,4,8,11,6154,5338,11494,325,376,704,298,21,319,84,5,91,23,6,36,83,35,122,300,254,549,7308,6070,13378,0,0,0,0,0,0,0,0,0,8,16,32,4,0,3,0,0,0,14,24,33,0,0,0,0,0,0,3,10,15,0,0,4,0,0,0,5,9,19,72,27,98,97,61,152,4,0,6,0,0,0,3,4,7,14,3,19,1299,1630,2929,837,1258,2106,94,99,195,9652,9125,18769
LGA36580,3,6,14,33,8,46,0,0,0,0,0,0,0,4,8,3485,2957,6441,241,285,527,184,5,189,51,4,53,17,8,20,53,22,77,151,124,274,4227,3415,7646,6,0,3,0,0,0,0,0,0,9,21,38,0,0,0,0,0,0,16,29,42,0,0,3,0,0,0,0,4,4,4,0,3,0,0,0,5,4,10,37,15,50,55,50,101,4,5,5,0,0,0,4,0,4,4,3,10,582,701,1282,475,624,1108,62,40,105,5407,4845,10248
LGA36630,5,0,0,82,15,100,6,0,6,0,0,0,9,6,16,4032,3928,7956,321,386,710,132,0,136,50,6,61,49,8,55,59,20,76,305,233,534,5039,4611,9653,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,7,0,7,7,0,4,5,3,10,12,4,15,50,18,73,70,27,96,0,0,0,4,4,5,0,0,0,4,4,8,572,585,1161,485,658,1148,70,56,122,6245,5939,12182
LGA36660,3,0,4,28,4,35,0,0,0,0,0,0,22,22,37,5021,4690,9716,411,436,849,207,9,217,60,3,61,47,10,55,73,35,102,336,301,636,6199,5513,11713,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,9,56,23,73,61,24,86,0,0,0,0,0,0,3,0,0,3,0,0,712,803,1517,586,923,1512,84,70,145,7646,7332,14978
LGA36720,177,121,302,571,559,1130,21,9,28,0,0,0,85,98,184,51848,48478,100330,2715,3499,6219,1238,29,1265,661,63,730,807,384,1190,756,257,1013,1450,1722,3171,60330,55221,115550,21,25,48,0,0,0,0,0,0,102,64,171,17,9,17,12,4,14,147,106,253,10,0,7,0,0,0,34,28,59,44,77,116,33,23,52,112,124,229,571,282,854,827,512,1342,20,19,40,39,18,60,31,16,41,93,53,145,10067,13299,23356,7504,11605,19112,406,373,782,79227,81060,160291
LGA36820,4,0,0,98,44,147,5,0,5,0,0,0,0,3,4,3197,3257,6454,278,321,602,102,5,109,48,10,65,22,11,31,83,22,102,280,231,513,4118,3923,8038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,5,0,5,12,7,14,52,15,63,55,25,82,0,0,0,4,0,5,0,0,5,9,4,9,527,650,1175,529,657,1189,64,44,111,5308,5296,10605
LGA36910,7,6,11,113,113,226,9,3,9,0,0,4,152,185,335,28548,26317,54859,1942,2499,4441,690,19,710,372,32,403,335,90,420,291,123,413,1238,947,2188,33689,30335,64028,0,3,5,0,0,0,0,0,0,9,10,15,0,0,0,0,0,4,15,10,21,5,0,5,0,0,0,22,7,33,6,22,25,11,14,28,40,43,89,327,192,521,385,244,632,6,3,6,10,11,29,20,9,25,32,24,55,2966,3711,6676,2948,4799,7745,195,187,379,40218,39293,79508
LGA36950,0,0,0,0,0,6,15,26,38,0,0,0,3,13,16,284,256,549,52,108,163,11,0,11,7,4,8,15,10,28,43,15,55,163,198,365,594,640,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,21,13,41,28,23,55,0,0,0,5,7,9,0,3,8,3,9,15,25,39,60,56,62,119,20,22,36,728,793,1520
LGA36960,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,182,72,254,36,69,102,5,0,5,0,0,0,7,0,8,36,16,44,176,289,464,444,454,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,37,15,19,40,0,0,0,0,0,0,3,6,7,3,6,9,9,10,21,15,18,37,17,7,21,505,513,1015
LGA37010,10,0,12,505,318,820,31,12,51,0,0,3,115,131,251,33341,33006,66345,2124,2915,5042,597,19,619,809,91,902,682,240,921,633,198,831,1135,932,2065,39985,37873,77860,0,0,0,0,0,0,0,0,0,3,5,11,5,0,5,0,0,0,5,9,18,4,9,12,0,0,0,33,13,44,16,42,55,33,20,56,86,83,165,522,335,860,618,428,1045,0,4,3,31,23,51,44,21,63,77,49,122,1928,2866,4789,4183,5637,9816,203,146,353,46991,46996,93989
LGA37300,0,0,0,23,6,30,25,4,24,0,0,0,6,0,9,770,623,1396,46,76,128,5,0,5,5,3,11,30,14,45,9,4,18,36,66,104,955,803,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,23,0,0,0,0,0,0,0,0,0,0,0,0,22,4,23,10,3,17,32,9,41,0,0,0,17,7,26,0,0,0,18,7,29,13,43,62,183,173,356,14,9,28,1225,1046,2271
LGA37310,0,3,3,130,63,195,6,0,6,0,0,0,4,10,13,4965,4358,9321,450,374,826,188,4,196,64,11,72,68,23,83,93,32,124,426,354,782,6396,5233,11626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,19,0,23,0,0,4,4,0,4,17,9,27,65,33,100,84,42,127,0,0,0,3,0,3,11,0,12,10,0,14,915,975,1887,566,744,1309,78,57,133,8059,7048,15105
LGA37340,4,0,4,241,185,426,63,38,103,0,0,0,26,17,44,5515,4796,10315,497,570,1069,129,11,138,84,26,114,89,43,130,224,164,385,690,784,1469,7558,6633,14188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,10,23,8,14,20,6,4,9,33,21,53,144,68,215,178,89,271,0,0,0,5,3,14,9,0,12,18,10,28,490,775,1263,1008,1082,2086,58,66,122,9313,8646,17965
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,150,309,0,14,12,5,0,5,0,0,0,3,3,7,9,0,4,33,38,70,204,205,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51,100,14,20,36,0,0,0,276,280,559
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,46,86,5,8,11,3,0,3,0,0,0,0,0,0,0,0,0,34,46,78,84,98,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,3,87,106,194
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,17,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,23,44
LGA37600,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,109,121,232,28,30,56,0,0,0,0,0,0,3,0,3,0,0,0,23,35,53,164,189,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,5,15,8,8,19,188,209,398
LGA39499,13,7,23,35,42,78,8,0,8,0,3,3,5,0,13,808,551,1367,98,154,252,35,4,34,20,0,21,16,12,31,28,30,57,125,155,281,1206,962,2169,9,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,13,3,0,3,0,0,0,3,3,6,0,0,0,0,5,6,5,6,10,18,13,28,39,20,54,0,0,5,3,5,6,0,0,0,6,8,16,173,208,386,246,305,552,31,15,50,1705,1512,3219
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29
LGA40070,25,26,60,441,603,1047,0,0,0,120,142,267,45,71,116,2341,1615,3958,150,260,416,3,4,11,71,20,91,250,109,354,50,35,88,1548,1492,3040,5060,4383,9441,13,10,16,0,0,0,3,0,5,0,4,4,0,0,0,0,0,0,13,15,30,0,0,0,11,31,45,9,6,15,7,16,29,15,22,43,48,78,126,41,44,92,109,140,243,7,9,24,10,10,19,3,0,7,28,22,45,871,770,1637,499,721,1220,34,24,51,6587,6055,12644
LGA40120,9,0,4,186,238,427,0,0,0,0,0,0,5,0,9,7017,6050,13066,303,428,724,120,3,124,64,0,68,47,14,60,67,22,86,243,176,414,8052,6936,14986,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,47,75,121,14,15,23,12,6,14,66,93,157,86,53,136,159,149,308,0,0,9,11,0,11,0,0,0,11,0,16,1524,1641,3164,936,1521,2462,61,53,113,10752,10301,21047
LGA40150,0,0,0,47,30,76,0,0,0,0,0,0,0,0,0,1891,1549,3440,83,97,180,87,6,90,13,0,17,4,0,4,23,9,28,59,32,88,2212,1717,3925,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,5,17,0,0,0,3,0,3,9,10,15,24,11,32,34,21,55,0,0,0,0,3,3,0,0,0,0,5,5,149,236,384,175,255,436,21,16,42,2592,2257,4851
LGA40220,3,4,7,35,33,68,0,0,0,0,0,0,4,0,3,3882,3546,7424,196,202,397,101,0,101,23,11,29,30,11,38,75,15,86,180,155,338,4520,3977,8501,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,6,7,18,0,0,0,0,0,0,12,13,25,4,0,0,5,3,8,21,13,33,41,22,58,62,45,111,3,5,6,0,0,0,3,0,3,9,5,10,610,757,1368,547,823,1368,57,43,103,5805,5652,11456
LGA40250,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,71,60,132,15,44,63,0,0,0,0,0,0,0,0,0,0,0,6,87,175,264,181,287,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,7,0,8,0,0,0,0,0,0,4,0,4,4,0,4,4,6,7,0,5,7,14,12,28,204,320,518
LGA40310,0,0,0,35,17,54,0,0,0,0,0,0,8,4,14,4564,3934,8495,205,208,413,89,6,93,33,4,31,43,13,55,64,15,75,180,158,337,5212,4358,9573,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,8,19,24,5,3,6,3,0,3,17,26,44,47,20,63,63,44,108,0,0,0,4,3,3,0,0,0,5,3,9,514,680,1187,506,799,1305,41,41,87,6341,5926,12267
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,268,522,7,6,15,10,0,10,0,0,0,0,0,5,21,3,26,56,38,97,354,312,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,57,133,36,62,100,4,6,7,476,436,913
LGA40520,0,0,0,62,5,65,0,0,0,0,0,0,0,0,0,1756,1574,3325,98,95,197,24,0,26,15,0,17,6,0,10,30,6,37,105,82,190,2102,1770,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,8,6,16,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,128,169,301,124,235,362,15,13,27,2384,2198,4580
LGA40700,0,3,10,482,560,1044,0,0,0,3,4,7,29,24,53,6838,6045,12882,361,674,1035,40,0,40,73,5,75,376,136,508,81,25,101,239,252,488,8516,7728,16242,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,0,0,0,7,0,9,23,31,44,18,46,65,10,8,17,56,82,136,72,55,126,139,144,284,0,0,6,12,11,23,3,0,8,17,13,31,1784,1696,3474,802,1415,2216,25,31,55,11287,11029,22310
LGA40910,5,4,9,817,1078,1893,0,0,0,0,4,9,46,41,85,9401,7733,17131,447,821,1270,108,0,106,69,11,80,147,39,188,118,25,142,109,120,224,11275,9873,21149,15,9,24,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,14,19,33,0,0,0,8,12,18,98,127,223,28,38,70,15,4,21,149,183,331,91,62,146,251,261,506,0,3,6,9,30,41,0,0,0,21,33,49,1363,1490,2854,932,1716,2645,45,37,84,13885,13406,27289
LGA41010,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,555,520,1075,38,41,82,8,4,12,0,0,0,7,0,6,5,9,12,64,45,111,688,621,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,7,4,11,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,63,58,126,56,63,118,17,8,21,829,757,1586
LGA41060,364,446,809,804,1166,1966,3,5,8,168,253,421,116,96,215,21153,17621,38775,975,1706,2680,222,0,227,224,31,253,569,203,772,260,84,345,397,470,868,25253,22087,47348,48,69,117,0,0,0,5,16,24,35,48,84,15,16,27,15,4,16,109,159,272,0,0,0,18,24,45,53,40,97,10,69,77,20,29,45,101,164,265,337,330,667,549,658,1205,43,57,99,16,28,43,11,15,23,71,96,164,2767,3212,5986,2379,4024,6402,138,98,233,31161,30181,61344
LGA41140,0,0,0,7,8,19,0,0,0,0,0,0,0,0,0,1458,1343,2807,84,77,161,29,0,29,10,3,10,8,6,10,31,12,37,132,131,268,1759,1577,3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,20,9,29,21,10,33,0,0,0,0,0,0,0,0,0,0,0,0,237,256,493,171,268,439,18,12,30,2214,2123,4337
